raw_name,canonical_name,is_supplement,n_mentions,reviewed,notes
DGL Plus,DGL,True,2,no,
low-dose DHEA,DHEA,True,2,no,
5mg DHEA,DHEA,True,2,no,
Daily Brain Boost,Daily Brain Boost,True,2,no,
Damiana,Damiana,True,2,no,
dark chocolate,Dark Chocolate,False,2,no,
Dates,Dates,False,2,no,
30g Dietary fiber,Dietary Fiber,True,2,no,
E,E,False,2,no,
EAAs,EAAs,True,2,no,
uova,Egg,False,2,no,
vaginal estradiol,Estradiol,False,2,no,
estradiol hormone therapy,Estradiol,False,2,no,
Estradot,Estradot,True,2,no,
EstroG-100,EstroG-100,True,2,no,
EstroG100,EstroG100,True,2,no,
bioidentical estrogen cream,Estrogen,False,2,no,
Estrogen patches,Estrogen,True,2,no,
Estrogen cream,Estrogen,True,2,no,
estrogen patches,Estrogen,False,2,no,
Estroven Complete,Estroven,True,2,no,
Evabiotic,Evabiotic,True,2,no,
Evening Primrose,Evening Primrose,True,2,no,
Evening primrose oil,Evening Primrose Oil,True,2,no,
Evvy,Evvy,False,2,no,
Fabu Brain,Fabu Brain,True,2,no,
Fabu Skin,Fabu Skin,False,2,no,
Fanny,Fanny,False,2,no,
fasting,Fast,False,2,no,
fat,Fat,False,2,no,
Fatty15,Fatty15,True,2,no,
Femarelle Rejuvenate,Femarelle,True,2,no,
Femarelle Recharge,Femarelle,True,2,no,
fenugreek seed,Fenugreek,True,2,no,
фітоестрогенами,Fenugreek,True,2,no,
The Pause Nutrition fiber supplement,Fiber,True,2,no,
Daily Fiber+,Fiber,True,2,no,
wild fish like salmon,Fish Oil,True,2,no,
flax,Flax,True,2,no,
flax meal,Flaxseed,True,2,no,
ground flaxseeds,Flaxseed,True,2,no,
ground flax seeds,Flaxseed,True,2,no,
Flaxseeds,Flaxseed,True,2,no,
frutta,Frutta,False,2,no,
Functional Moms Podcast Supplement Store,Functional Moms Podcast Supplement Store,False,2,no,
The Pause Nutrition GDX Fiber,GDX Fiber,True,2,no,
GI Revive,GI Revive,True,2,no,
GLP‑1,GLP-1,True,2,no,
GNC Women’s 50+ Vitapak,GNC Women's 50+,True,2,no,
"Garden of Life Multivitamin for Women,120 Capsules",Garden of Life Multivitamin,True,2,no,
garlic,Garlic,True,2,no,
geranium,Geranium,True,2,no,
Ginger (Zingiber officinale),Ginger,True,2,no,
Ginkgo Biloba,Ginkgo Biloba,True,2,no,
Glutathione,Glutathione,True,2,no,
Nuzest Good Green Vitality,Good Green Vitality,True,2,no,
green tea or green tea extract,Green Tea,True,2,no,
Komi Wellness Gut Harmony,Gut Harmony,True,2,no,
HRT patches,HRT,False,2,no,
Christian Michael Hair Extensions,Hair Extensions,False,2,no,
hair vitamins,Hair Vitamins,True,2,no,
herbal supplements,Herbal Supplements,True,2,no,
Hops,Hops,True,2,no,
hops,Hops,True,2,no,
hormonal balance,Hormonal Balance,False,2,no,
hormonal replacement therapy,Hormonal Replacement Therapy,False,2,no,
hormonal treatments,Hormonal Treatments,False,2,no,
Hormone Harmony Guide,Hormone Harmony,False,2,no,
hormone support,Hormone Support,False,2,no,
"Tamsen’s NYT instant bestselling book, How To Menopause",How To Menopause,False,2,no,
IDFLM,IDFLM,False,2,no,
ibuprofen,Ibuprofen,True,2,no,
ice blanket,Ice Blanket,False,2,no,
insulin resistance,Insulin,False,2,no,
insulin,Insulin,False,2,no,
Intermittent Fasting,Intermittent Fasting,False,2,no,
iron plus folic acid,Iron,True,2,no,
joint support,Joint Support,True,2,no,
kale,Kale,False,2,no,
kelp,Kelp,True,2,no,
Key Peri + Menopause,Key Peri,True,2,no,
Kind Patches USA,Kind Patches,True,2,no,
kiwi,Kiwi,False,2,no,
1000mg L-glutamine,L-Glutamine,True,2,no,
L-teanina,L-Theanine,True,2,no,
200mg L-theanine (twice daily),L-Theanine,True,2,no,
lavender,Lavender,True,2,no,
Lemon Balm (Melissa officinalis),Lemon Balm,True,2,no,
Lemon Balm,Lemon Balm,True,2,no,
licorice,Licorice,True,2,no,
licorice root,Licorice Root,True,2,no,
M4 Body Treatment Rx,M4 Body Treatment,True,2,no,
Herology MENO,MENO,True,2,no,
MENO Menopause Passion Pack,MENO,True,2,no,
MIDI Health,MIDI Health,False,2,no,
Maca powder,Maca,True,2,no,
Maca Powder,Maca,True,2,no,
Maca root,Maca,True,2,no,
magnesium butter,Magnesium,True,2,no,
magnesium taurate,Magnesium,True,2,no,
Magnesium Complex,Magnesium,True,2,no,
Magnesium Bisglycinate,Magnesium,True,2,no,
Magnesium citrate,Magnesium,True,2,no,
200mg+ Magnesium Glycinate,Magnesium,True,2,no,
Magtech Magnesium,Magnesium,True,2,no,
Magnesium threonate,Magnesium,True,2,no,
Pure Encapsulations Magnesium (Glycinate),Magnesium,True,2,no,
Magnesium oil spray,Magnesium,True,2,no,
marijuana,Marijuana,False,2,no,
marine collagen,Marine Collagen,True,2,no,
Revive Collagen Menopause Liquid Marine Collagen Drink,Marine Collagen,True,2,no,
MaryRuth’s daily hair formula,MaryRuth’s daily hair formula,True,2,no,
Mega Ratu,Mega Ratu,True,2,no,
Melliva Menopause Support,Melliva,True,2,no,
Mellow Menopause,Mellow Menopause,False,2,no,
OLLY Mellow Menopause,Mellow Menopause,True,2,no,
MENO Vaginal Moisture Capsules,Meno,True,2,no,
Meno8,Meno8,True,2,no,
Black Girl Vitamins MenoChill,MenoChill,True,2,no,
MenoFit™ complete probiotic,MenoFit,True,2,no,
MenoMaster,MenoMaster,True,2,no,
Menochill,Menochill,True,2,no,
A.Vogel Menoforce Sage tablets,Menoforce Sage,True,2,no,
Menopause Original,Menopause,True,2,no,
Menopause Active,Menopause Active,True,2,no,
Menopause Brain Reset,Menopause Brain Reset,True,2,no,
Menopause Empowerment Guide,Menopause Empowerment Guide,False,2,no,
Menopause Herbs,Menopause Herbs,True,2,no,
Bärbel Drexel Premium Menopause Komplex 60 Kapseln,Menopause Komplex,True,2,no,
menopause multi,Menopause Multi,True,2,no,
Menopause Patch,Menopause Patch,True,2,no,
Menopause Shake,Menopause Shake,True,2,no,
Menopause Supplements,Menopause Supplements,True,2,no,
menopause support capsules,Menopause Support,True,2,no,
"premium, science-backed natural menopause support formulas",Menopause Support,True,2,no,
Menopause Total Support,Menopause Total Support,True,2,no,
Menosense,Menosense,True,2,no,
Menovital,Menovital,True,2,no,
Mia Vita® Hot Flash Relief,Mia Vita,True,2,no,
Midi,Midi,False,2,no,
Milamend Hormone Balance,Milamend,True,2,no,
Milk thistle,Milk Thistle,True,2,no,
Oral minoxidil,Minoxidil,True,2,no,
Minoxidil,Minoxidil,True,2,no,
miracle blends,Miracle Blends,False,2,no,
Mirena,Mirena,False,2,no,
Mochi Health,Mochi Health,False,2,no,
Motherwort,Motherwort,True,2,no,
motherwort,Motherwort,True,2,no,
Motherwort (Leonurus cardiaca),Motherwort,True,2,no,
mozzarella light,Mozzarella,False,2,no,
Multivitamin,Multivitamin,True,2,no,
multivitamins for women who are on HRT,Multivitamin,True,2,no,
multivitaminas,Multivitamin,True,2,no,
Myo-inositol,Myo-Inositol,True,2,no,
NAC,NAC,True,2,no,
NAD,NAD,True,2,no,
NAD+,NAD+,True,2,no,
NAD precursors (NR or NMN),NMN,True,2,no,
nettle,Nettle,True,2,no,
Niacinamide,Niacinamide,True,2,no,
Rnica4in1,Nica,True,2,no,
Tru Niagen,Nicotinamide Riboside,True,2,no,
Nicotinamide Riboside,Nicotinamide Riboside,True,2,no,
Nobona,Nobona,False,2,no,
pellets,Not a supplement,False,2,no,
menopause support,Not a supplement,False,2,no,
fruits like berries,Not a supplement,False,2,no,
yoga,Not a supplement,False,2,no,
natural remedies,Not a supplement,False,2,no,
plant-based diet,Not a supplement,False,2,no,
creams,Not a supplement,False,2,no,
myalloy.com,Not a supplement,False,2,no,
your guide or a kit for menopause for men,Not a supplement,False,2,no,
weight training,Not a supplement,False,2,no,
this product,Not a supplement,False,2,no,
vegetables,Not a supplement,False,2,no,
"Master The Day: Eat, Move and Live Better WIth the Power of Daily Habits",Not a supplement,False,2,no,
free guide,Not a supplement,False,2,no,
medical weight loss program,Not a supplement,False,2,no,
thickening shampoo,Not a supplement,False,2,no,
nut butter,Nut Butter,False,2,no,
nutrients,Nutrients,False,2,no,
oats,Oats,False,2,no,
Fish Oil,Omega-3,True,2,no,
omega-3 and vitamin D combo,Omega-3,True,2,no,
essential fatty acids,Omega-3,True,2,no,
omega3,Omega-3,True,2,no,
omega threes,Omega-3,True,2,no,
Omega 3s,Omega-3,True,2,no,
"Omega-3, Vitamin D & Vitamin K Combo",Omega-3,True,2,no,
omega-3 vitamin D and vitamin K combo,Omega-3,True,2,no,
fatty fish,Omega-3,True,2,no,
Oméga-3,Omega-3,True,2,no,
omega-3 fatty acid,Omega-3,True,2,no,
omega-3 fish oils,Omega-3,True,2,no,
ômega 3,Omega-3,True,2,no,
omega‑3s,Omega-3,True,2,no,
Omega-3 Fish Oil,Omega-3,True,2,no,
One A Day Menopause Multivitamin tablets,One A Day,True,2,no,
Ozempic,Ozempic,False,2,no,
P5P,P5P,True,2,no,
PCOS Relief,PCOS Relief,True,2,no,
PERI,PERI,False,2,no,
Pancreatic Enzymes,Pancreatic Enzymes,True,2,no,
passionflower,Passionflower,True,2,no,
Pataday,Pataday,False,2,no,
patch,Patch,False,2,no,
Pause Nutrition chocolate flavored protein,Pause Nutrition Protein,True,2,no,
Peach Perfect Menopause Multiv,Peach Perfect Menopause Multiv,True,2,no,
Pears,Pears,False,2,no,
peppermint,Peppermint,True,2,no,
peri and menopause supplements,Peri and Menopause Supplements,False,2,no,
Perimenal Health,Perimenal Health,False,2,no,
Snap Perimeno Health,Perimeno,True,2,no,
Perimeno,Perimeno,True,2,no,
Just Ingredients Perimenopause,Perimenopause,False,2,no,
NC° Perimenopause,Perimenopause,False,2,no,
Perimenopause Biome,Perimenopause Biome,True,2,no,
Health & Her Perimenopause Multi-Nutrient Support,Perimenopause Multi-Nutrient Support,True,2,no,
Health & Her Perimenopause Supplement,Perimenopause Supplement,True,2,no,
Phytoestrogens,Phytoestrogens,True,2,no,
Pit Grit,Pit Grit,False,2,no,
Plant Protein,Plant Protein,True,2,no,
Pomegranate,Pomegranate,True,2,no,
Pomegranate fruit extract,Pomegranate,True,2,no,
pomegranate extract,Pomegranate Extract,True,2,no,
Post Meno Plus,Post Meno Plus,True,2,no,
Post-Meno Plus,Post-Meno Plus,True,2,no,
Prebiotics,Prebiotics,True,2,no,
primrose oil,Primrose Oil,True,2,no,
probióticos,Probiotic,True,2,no,
vaginal probiotic,Probiotic,True,2,no,
probiotic foods,Probiotic,True,2,no,
Vaginal probiotics,Probiotics,True,2,no,
prometrium,Progesterone,False,2,no,
progesterone tablets,Progesterone,True,2,no,
Promensil,Promensil,True,2,no,
high protein,Protein,True,2,no,
Pueraria Mirifica,Pueraria Mirifica,True,2,no,
pumpkin seed oil,Pumpkin Seed Oil,True,2,no,
quinoa,Quinoa,False,2,no,
Qunol Menopause Relief,Qunol,True,2,no,
RUNiCA 4in1,RUNiCA 4in1,False,2,no,
raisins,Raisins,False,2,no,
Rebalance,Rebalance,False,2,no,
Red Clover (Trifolium pratense),Red Clover,True,2,no,
Red cranberry probiotics,Red Cranberry,True,2,no,
Red light therapy,Red Light Therapy,False,2,no,
red light therapy,Red Light Therapy,False,2,no,
Red Orange Complex,Red Orange Complex,True,2,no,
Rheal Balance Tonic,Rheal Balance Tonic,True,2,no,
Rhodiola rosea,Rhodiola Rosea,True,2,no,
rose hips,Rose Hips,True,2,no,
rosemary,Rosemary,True,2,no,
Runica4in1,Runica4in1,False,2,no,
SNRIs,SNRIs,True,2,no,
Sachromyces Boulardii,Sachromyces Boulardii,True,2,no,
saffron extract,Saffron,True,2,no,
Menoforce Sage tablets,Sage,True,2,no,
Sage (Salvia officinalis),Sage,True,2,no,
Sage extract,Sage,True,2,no,
saw palmetto,Saw Palmetto,True,2,no,
Saw Palmetto,Saw Palmetto,True,2,no,
schisandra,Schisandra,True,2,no,
Sea Moss,Sea Moss,True,2,no,
selenium,Selenium,True,2,no,
Serenoa repens,Serenoa Repens,True,2,no,
serotonin reuptake inhibitor,Serotonin Reuptake Inhibitor,False,2,no,
Sesame seeds,Sesame,False,2,no,
Siberian rhubarb,Siberian Rhubarb,True,2,no,
Silica,Silica,True,2,no,
Skullcap (Skutellaria laterifolia),Skullcap,True,2,no,
skullcap,Skullcap,True,2,no,
Pause Sleep,Sleep,False,2,no,
Sleep,Sleep,False,2,no,
slippery elm bark,Slippery Elm,True,2,no,
snap supplements,Snap,False,2,no,
Snap,Snap,False,2,no,
Soy,Soy,True,2,no,
soy products,Soy,True,2,no,
Soy extract,Soy,True,2,no,
Soy Isoflavones,Soy Isoflavones,True,2,no,
soya,Soya,True,2,no,
organic fermented soybeans,Soybeans,True,2,no,
Spatone,Spatone,True,2,no,
Stonehenge Health,Stonehenge Health,True,2,no,
Stress Harmony,Stress Harmony,False,2,no,
SOD,Superoxide Dismutase,True,2,no,
these supplements,Supplements,False,2,no,
Supplements,Supplements,False,2,no,
Systane,Systane,True,2,no,
tai chi,Tai Chi,False,2,no,
Tai Chi,Tai Chi,False,2,no,
Tamsen's newsletter,Tamsen's newsletter,False,2,no,
Tamsen’s NYT instant bestselling book,Tamsen’s NYT instant bestselling book,False,2,no,
"Dr. Mary Claire Haver's book, 'The New Menopause'",The New Menopause,False,2,no,
The Perimenopause Revolution,The Perimenopause Revolution,False,2,no,
The Tamsen Show on Instagram,The Tamsen Show,False,2,no,
theanine,Theanine,True,2,no,
Thorne,Thorne,True,2,no,
Tretinoin,Tretinoin,True,2,no,
Tribulus,Tribulus,True,2,no,
turkey,Turkey,False,2,no,
turmeric supplement,Turmeric,True,2,no,
UPSA FEM MENO,UPSA FEM MENO,True,2,no,
Unbreakable Bone Health,Unbreakable Bone Health,False,2,no,
V-San Moisturising cream,V-San,False,2,no,
low-dose vaginal estrogen,Vaginal Estrogen,False,2,no,
local vaginal estrogen,Vaginal Estrogen,False,2,no,
vaginal oestrogen,Vaginal Oestrogen,False,2,no,
Vaniqa,Vaniqa,True,2,no,
Veosa,Veosa,True,2,no,
Veoza,Veoza,True,2,no,
Verisol,Verisol,True,2,no,
Victory Oil,Victory Oil,False,2,no,
Vioza,Vioza,False,2,no,
Vita Greens,Vita Greens,True,2,no,
menopause vitamin,Vitamin,True,2,no,
Vitamins,Vitamin,True,2,no,
menopause vitamin capsules,Vitamin,True,2,no,
vitaminas,Vitamin,True,2,no,
Vitamin B-12,Vitamin B-12,True,2,no,
Methylated B12,Vitamin B12,True,2,no,
vitamina B12,Vitamin B12,True,2,no,
Lipo-B12,Vitamin B12,True,2,no,
B2,Vitamin B2,True,2,no,
vitamina C,Vitamin C,True,2,no,
vitamin c,Vitamin C,True,2,no,
Vitamin D3/K2,Vitamin D,True,2,no,
Vitamin D/Omega 3 Combo,Vitamin D,True,2,no,
vitamin D and calcium,Vitamin D,True,2,no,
vitamin D with K2,Vitamin D,True,2,no,
Vitamin D + K + omega-3s,Vitamin D,True,2,no,
Vitamine D,Vitamin D,True,2,no,
the supplement,Vitamin D,True,2,no,
Vitamin D3 with K2,Vitamin D,True,2,no,
Vitamin D3+K2,Vitamin D,True,2,no,
Vitamin D3 & k2,Vitamin D,True,2,no,
d3,Vitamin D,True,2,no,
D3/K2,Vitamin D,True,2,no,
vitamin D2,Vitamin D,True,2,no,
"10,000IU Vitamin D",Vitamin D,True,2,no,
vitamin D3 + K2 drops,Vitamin D,True,2,no,
vitamin D3 plus K2 drops,Vitamin D,True,2,no,
vitamina D3,Vitamin D,True,2,no,
"Garden of Life Vitamin D3 5000 IU, Raw",Vitamin D,True,2,no,
Vitamina D3 + K2,Vitamin D,True,2,no,
vitamin k,Vitamin K,True,2,no,
vitamin K3,Vitamin K,True,2,no,
k2,Vitamin K2,True,2,no,
vitamins and minerals,Vitamins,True,2,no,
Dense Hair Experts vitamins,Vitamins,True,2,no,
Walnuts,Walnut,False,2,no,
weight gain,Weight Gain,False,2,no,
weights,Weights,False,2,no,
whey protein,Whey Protein,True,2,no,
whole grains,Whole Grains,False,2,no,
Wild Dose,Wild Yam,True,2,no,
Womenli Supplements,Womenli,True,2,no,
birth control pill,birth control pill,False,2,no,
cognitive behavioural therapy,cognitive behavioural therapy,False,2,no,
cold water swimming,cold water swimming,False,2,no,
cruciferous vegetables,cruciferous vegetables,False,2,no,
fatigue,fatigue,False,2,no,
frozen shoulder,frozen shoulder,False,2,no,
generic,generic,False,2,no,
homeopathy,homeopathy,False,2,no,
hormonal birth control,hormonal birth control,False,2,no,
muscle,muscle,False,2,no,
primo sale,primo sale,False,2,no,
resistance training,resistance training,False,2,no,
strawberries,strawberries,False,2,no,
"Tamsen’s newsletter filled with free tools to living better, feeling stronger, and knowing you’re never alone",,False,1,no,
10 in 1,10 in 1,True,1,no,
10-Day Road Map,10-Day Road Map,False,1,no,
"15 different vitamins, minerals and botanicals","15 different vitamins, minerals and botanicals",False,1,no,
4 healing practices,4 Healing Practices,False,1,no,
Earthful 40 plus Multivitamin,40 Plus Multivitamin,True,1,no,
5-HTP,5-HTP,True,1,no,
6 supplements,6 supplements,False,1,no,
7 foods,7 foods,False,1,no,
70 plus greens superfood blend,70 Plus Greens Superfood Blend,True,1,no,
8 power foods,8 Power Foods,False,1,no,
8 in 1,8 in 1,True,1,no,
A.Vogel Balance Perimenopause Multi-nutrient Drink,A.Vogel Balance Perimenopause Multi-nutrient Drink,True,1,no,
A.Vogel Focus Perimenopause Passiflora Complex tablets,A.Vogel Focus Perimenopause Passiflora Complex,True,1,no,
A.Vogel Menopause Support,A.Vogel Menopause Support,True,1,no,
A4 workshop,A4 workshop,False,1,no,
ACE aminolytes,ACE,True,1,no,
AMO2,AMO2,False,1,no,
ASMR,ASMR,False,1,no,
Abbott Medicines India,Abbott Medicines India,False,1,no,
abdominal,Abdominal,False,1,no,
acacia chinata,Acacia Chinata,True,1,no,
Acetyl-L-carnitina,Acetyl-L-Carnitine,True,1,no,
Ache exercise,Ache exercise,False,1,no,
Acquale,Acquale,False,1,no,
Active Glow,Active Glow,False,1,no,
adaptogen hummus,Adaptogen,True,1,no,
Adaptogenic Herbs,Adaptogenic Herbs,True,1,no,
adaptogenic herbs,Adaptogenic Herbs,True,1,no,
the adaptogens,Adaptogens,True,1,no,
adaçayı,Adaçayı,False,1,no,
proprietary adrenal blend,Adrenal Blend,True,1,no,
adrenal blends,Adrenal Blends,True,1,no,
adrenal fatigue,Adrenal Fatigue,False,1,no,
adrenal support,Adrenal Support,True,1,no,
ajedolina seed,Agedonia Seed,False,1,no,
agnus castus,Agnus Castus,True,1,no,
Akira,Akira,False,1,no,
Menoveda Akira + Amaya,Akira + Amaya,True,1,no,
Akkermansia,Akkermansia,False,1,no,
Pendulum Akkermansia,Akkermansia,False,1,no,
Akkermansia Probiotic,Akkermansia Probiotic,True,1,no,
alcol,Alcohol,False,1,no,
alfalfa sprouts,Alfalfa,True,1,no,
alfazafrán,Alfazafrán,True,1,no,
AlgaeCal Plus,AlgaeCal Plus,True,1,no,
alginates,Alginates,True,1,no,
all the supplements,All The Supplements,False,1,no,
all-in-one supplement,All-In-One,True,1,no,
All-In-One Hormone Pack,All-In-One Hormone Pack,True,1,no,
All-stage supplements,All-Stage Supplements,True,1,no,
allenamento mirato anti-ritenzione,Allenamento Mirato Anti-Ritenzione,False,1,no,
alici,Allicin,True,1,no,
almond,Almond,False,1,no,
Almonds,Almond,False,1,no,
almond flour,Almond,False,1,no,
Almond milk,Almond Milk,False,1,no,
aloe vera,Aloe Vera,True,1,no,
aloe vera water,Aloe Vera,True,1,no,
Aloe vera,Aloe Vera,True,1,no,
ALA (Alpha Lipoic Acid),Alpha Lipoic Acid,True,1,no,
Alpha Lipoic Acid,Alpha Lipoic Acid,True,1,no,
alpha‑lipoic acid,Alpha Lipoic Acid,True,1,no,
Alpha lipoic acid,Alpha Lipoic Acid,True,1,no,
Alpha-GPC,Alpha-GPC,True,1,no,
Alphenate,Alphenate,True,1,no,
Always Discreet,Always Discreet,False,1,no,
Alívio,Alívio,False,1,no,
Amarin 12 symptoms,Amarin,False,1,no,
Amaya,Amaya,False,1,no,
Amberen Advanced Menopause Relief,Amberen,True,1,no,
a blend of sensitive amino acids,Amino Acids,True,1,no,
Aminoácidos essenciais,Amino Acids,True,1,no,
Perfect Aminos,Amino Acids,True,1,no,
amino acids,Amino Acids,True,1,no,
AMINO LEAN,Amino Lean,True,1,no,
Anastrozole,Anastrozole,True,1,no,
Ancestral Supplements,Ancestral Supplements,True,1,no,
anchovies,Anchovies,False,1,no,
AndroFeme Cream,AndroFeme,True,1,no,
Androsterol,Androsterol,True,1,no,
Angelica,Angelica,True,1,no,
Angelica Root,Angelica Root,True,1,no,
anthocyanins,Anthocyanins,True,1,no,
anti-inflammatory nutrition pattern,Anti-Inflammatory,False,1,no,
anti-inflammatory,Anti-Inflammatory,False,1,no,
antihistamines,Antihistamines,False,1,no,
"Antihistamines (Zyrtec, Claritin, Pepcid, etc.)",Antihistamines,False,1,no,
antioxidant supplement,Antioxidant,True,1,no,
apple,Apple,False,1,no,
Apple,Apple,False,1,no,
apple cider vinegar gummies,Apple Cider Vinegar,True,1,no,
Apple cider vinegar,Apple Cider Vinegar,True,1,no,
Apple cider,Apple Cider Vinegar,True,1,no,
Fizzy water with ACV,Apple Cider Vinegar,True,1,no,
Apples,Apples,False,1,no,
acqualive,Aqualive,True,1,no,
Arctic Air Ice Jet,Arctic Air,False,1,no,
artichoke,Artichoke,True,1,no,
Arándano probiotics,Arándano,True,1,no,
Asaya,Asaya,False,1,no,
Ashoka,Ashoka,True,1,no,
ashwagaby root labs,Ashwagaby,True,1,no,
Black Girl Vitamins Ashwaganda Gummies,Ashwaganda,True,1,no,
KSM-66®,Ashwagandha,True,1,no,
ashwagandha KSM66,Ashwagandha,True,1,no,
Adaptogens (Ashwagandha),Ashwagandha,True,1,no,
Ashwagandharistha,Ashwagandha,True,1,no,
organic Ashwagandha KSM66,Ashwagandha,True,1,no,
trigandha,Ashwagandha,True,1,no,
Adaptogens (like Ashwagandha),Ashwagandha,True,1,no,
ashwagandanda,Ashwagandha,True,1,no,
KSM66,Ashwagandha,True,1,no,
Ashwagandha root extract,Ashwagandha,True,1,no,
KSM66 ashwagandha,Ashwagandha,True,1,no,
Tímicifuga,Ashwagandha,True,1,no,
KSM-66 ashwagandha,Ashwagandha,True,1,no,
aspir çiçeği,Aspirin,True,1,no,
Asthi Samharaka,Asthi Samharaka,True,1,no,
Astragalus,Astragalus,True,1,no,
astragalus,Astragalus,True,1,no,
at-home hormone testing kits,At-Home Hormone Testing Kits,False,1,no,
atta,Atta,False,1,no,
Avocados,Avocado,False,1,no,
Avocado,Avocado,False,1,no,
Avon Hit Pause refreshing wipes,Avon Hit Pause,False,1,no,
Avon Hit Pause all over cooling mist,Avon Hit Pause,False,1,no,
Avon Hit Pause hydrating body cream,Avon Hit Pause,False,1,no,
Aygestin,Aygestin,True,1,no,
Ayurvedic remedies,Ayurvedic,False,1,no,
Ayurvedic herbs,Ayurvedic Herbs,False,1,no,
AZELAIC ACID,Azelaic Acid,True,1,no,
"B Complex (terutama B6, B9, B12)",B Complex,True,1,no,
B Complex Vitamins,B Complex,True,1,no,
B complex supplement,B Complex,True,1,no,
methylated B complex,B Complex,True,1,no,
Methylated B complex vitamin,B Complex,True,1,no,
B's,B Vitamin,True,1,no,
B vitaminleri,B Vitamin,True,1,no,
Metillenmiş B vitaminleri,B Vitamin,True,1,no,
"B vitamins, B6 and B12",B Vitamins,True,1,no,
B Vitamins (particularly B6 and B12),B Vitamins,True,1,no,
B-Complex,B-Complex,True,1,no,
B-Complex (B6 & B12 terutama),B-Complex,True,1,no,
B-Complex or Multivitamin (with all Bs),B-Complex,True,1,no,
B‑complex,B-Complex,True,1,no,
B‑complex vitamins,B-Complex,True,1,no,
B-vitamin,B-Vitamin,True,1,no,
B-vitamins,B-Vitamins,True,1,no,
Bioactive B‑Vitamins,B-Vitamins,True,1,no,
B.O,B.O,False,1,no,
BCAA/EAA’s powders,BCAA,True,1,no,
BPC-157,BPC-157,True,1,no,
Babe Balance,Babe Balance,True,1,no,
Babe Blush and Brighten,Babe Blush and Brighten,False,1,no,
BACKtoHER,Back to Her,False,1,no,
bacopa,Bacopa,True,1,no,
Bacopa Monnieri,Bacopa Monnieri,True,1,no,
bacopa monnieri,Bacopa Monnieri,True,1,no,
balance app,Balance,False,1,no,
balance,Balance,False,1,no,
Balance Hormonal,Balance Hormonal,False,1,no,
Balance Perimenopause Multi-nutrient drink,Balance Perimenopause Multi-nutrient,True,1,no,
Balance Tonic,Balance Tonic,True,1,no,
Balanzor Monal,Balanzor,True,1,no,
Ballaststoffe,Ballaststoffe,False,1,no,
Bananas,Bananas,False,1,no,
Barley Grass,Barley Grass,True,1,no,
baseline vitamins,Baseline Vitamins,True,1,no,
basilico,Basil,False,1,no,
basmati rice,Basmati Rice,False,1,no,
Be Levels,Be,False,1,no,
Be Pure,Be Pure,False,1,no,
BeLevel,BeLevel,False,1,no,
Beam,Beam,False,1,no,
Beam GLOW,Beam GLOW,True,1,no,
Bean Glow,Bean,True,1,no,
Beans and legumes,Beans,False,1,no,
Beantok,Beantok,False,1,no,
Bears with Benefits,Bears with Benefits,False,1,no,
BeautyStat Universal C Skin Refiner,BeautyStat Universal C,True,1,no,
Beckham stack,Beckham Stack,True,1,no,
Only Bee Wash,Bee Wash,False,1,no,
grass‑fed beef,Beef,False,1,no,
beef,Beef,False,1,no,
BEEF,Beef,False,1,no,
"ox tail, beef chunk",Beef,False,1,no,
beef liver capsules,Beef Liver,True,1,no,
Glowing Goddess beef organ supplement,Beef Organ,True,1,no,
beef organ supplements,Beef Organ,True,1,no,
Left Coast Performance Beef Organ Supplement for Women,Beef Organ Supplement,True,1,no,
beef organs,Beef Organs,True,1,no,
grass-fed beef organs,Beef Organs,True,1,no,
Beet Supplement,Beet,True,1,no,
Beets,Beet,True,1,no,
beet supplement,Beet,True,1,no,
beetroot capsules,Beetroot,True,1,no,
beetroot,Beetroot,True,1,no,
beetroot or dates,Beetroot,True,1,no,
Natravva Beets,Beets,True,1,no,
FREE Beginners' Bundle,Beginners' Bundle,False,1,no,
Belli welli,Belli Welli,False,1,no,
FREE 28-day Belly Fat Challenge,Belly Fat Challenge,False,1,no,
Belly Wily drink mix,Belly Wily,True,1,no,
Benefiber,Benefiber,True,1,no,
benfotiamine,Benfotiamine,True,1,no,
Benfotiamine,Benfotiamine,True,1,no,
benin,Benin,False,1,no,
benzoyl peroxide,Benzoyl Peroxide,True,1,no,
berberine supplement,Berberine,True,1,no,
Berberina,Berberine,True,1,no,
Berberine 99% HCL,Berberine,True,1,no,
Berberine patches,Berberine,True,1,no,
BerbaMate,Berberine,True,1,no,
Berbamate,Berberine,True,1,no,
Purisaki Berberine Patches,Berberine,True,1,no,
Berber drops,Berberine,True,1,no,
Berberine paired with Ceylon cinnamon,Berberine,True,1,no,
berberina,Berberine,True,1,no,
beta glucan 13D,Beta Glucan,True,1,no,
Better Libido,Better Libido,False,1,no,
BiFi,BiFi,False,1,no,
Big Balance and Bright and Color Correcting Foundation,Big Balance,True,1,no,
Big Boy Bundle,Big Boy Bundle,False,1,no,
bilberry,Bilberry,True,1,no,
Bio by Dr. Libby Blends,Bio,True,1,no,
Bio-Identical Hormone Replacement Therapy (BHRT),Bio-Identical Hormone Replacement Therapy,False,1,no,
bioidenticalhormonereplacementtherapy,Bioidentical Hormone Replacement Therapy,False,1,no,
Biologica Midlife Essentials,Biologica Midlife Essentials,True,1,no,
pre pro and post biotics,Biotics,True,1,no,
biotina,Biotin,True,1,no,
Biotin Growth,Biotin,True,1,no,
